"Station 
Code","Name Of Monitoring 
Location",State_Name,Temperature,,"Dissolved 
Oxygen 
(mg/L)",,pH,,Conductivity,,BOD,,Nitrate,,Fecal_Coliform,,Total_Coliform,,"Fecal 
Streptococci 
(MPN/100mL)",,DO,Fecal_Streptococci,Target
1905,"RIVER  PANCHAGANGA  AT 
D/S OF KOLHAPUR TOWN 
AT  GANDHI  NAGAR  NEAR 
NH.4  BRIDGE  AND  MIDC, 
VILLAGE. 
UCHEGAON, 
TALUKA. KOLHAPUR,",MAHARASHTRA,26.0,27,5,7.1,7.0,8,107.0,1092,1.8,2.4,0.4,2.82,6.0,9,20.0,34,0,0,0.0,0.0,Clean
1189,"RIVER  BHIMA  AT  PUNE 
(MUTHA  RIVER)  AT  U/S 
OF 
VITHALWADI 
NEAR 
SHANKAR 
MANDIR, 
VILLAGE. 
VITHALWADI, 
TALUKA. 
HAWELI, 
DISTRICT. PUNE.",MAHARASHTRA,24.0,30,3.8,5.6,7.1,8.4,440.0,673,5.2,17.4,0.68,5.03,8.0,35,200.0,900,4,9,0.0,0.0,Moderate
2655,"RIVER 
BHIMA 
AT 
KOREGAON 
NEAR 
KOREGAON 
BRIDGE, 
VILLAGE- 
KOREGAON,TALUKA- 
SHIRUR, DISTRICT- PUNE.",MAHARASHTRA,24.0,29,4.7,6.1,7.5,8.4,325.0,1192,3.4,7.1,0.65,6.09,8.0,25,275.0,550,6,9,0.0,0.0,Moderate
1190,"RIVER  BHIMA    AT  D/S  OF 
BUNDGARDEN,  VILLAGE 
. 
YERWADA,TALUKA. 
HAWELI, DISTRICT. PUNE.",MAHARASHTRA,25.0,30,3.6,5.2,7.1,8.4,469.0,675,5.5,15.9,0.82,9,9.0,40,350.0,900,6,14,0.0,0.0,Moderate
1191,"RIVER 
BHIMA 
AFTER 
CONFLUENCE 
WITH 
MULA-MUTHA 
AT 
PARGAON  NEAR  VASANT 
BANDARA,VILLAGE- 
PARGAON,TALUKA- 
DAUND, DISTRICT- PUNE.",MAHARASHTRA,23.0,29,4.6,5.5,7.3,8.4,620.0,8825,3.2,11.5,0.33,8.76,8.0,20,115.0,350,4,8,0.0,0.0,Moderate
1192,"RIVER BHIMA  AT DAUND 
NEAR 
MAHADEV 
TEMPLE,VILLAGE- 
DAUND, TALUKA- DAUND,",MAHARASHTRA,23.0,29,4.6,5.5,7.3,8.4,621.0,1506,5.2,9.5,1.02,8.52,8.0,17,175.0,275,4,11,0.0,0.0,Moderate
1188,"RIVER 
BHIMA 
AT 
NARSINGPUR 
 
NEAR 
SANGAM  BRIDGE  AFTER 
CONFLUENCE WITH NIRA, 
VILLAGE- 
NARSINGPUR, 
TALUKA-MALSHIRAS, 
DISTRICT- SOLAPUR.",MAHARASHTRA,26.0,38,4.6,6.3,8.1,8.6,753.0,9801,4.2,13,0.74,4.88,11.0,30,200.0,350,6,14,0.0,0.0,Moderate
28,"RIVER  BHIMA  AT  TAKLI 
NEAR 
KARNATAKA 
BORDER, 
VILLAGE- 
TAKALI,  TALUKA-  SOUTH 
SOLAPUR, 
 
DISTRICT- 
SOLAPUR.",MAHARASHTRA,28.0,38,4.2,6.3,7.9,8.6,753.0,1990,2.6,8.5,0.78,4.51,8.0,30,125.0,550,4,12,0.0,0.0,Clean
30046,"RIVER  BHIMA  AT  TAKLI, 
SOLAPUR, 
(MAHARASHTRA)",MAHARASHTRA,22.0,22,4.8,4.8,7.6,7.6,1187.0,1187,8.5,8.5,3.66,3.66,9.0,9,170.0,170,4,4,0.0,0.0,Polluted
2656,"RIVER 
BHIMA 
BACKWATER 
OF 
UJANI 
DAM,  NEAR  RAW  WATER 
PUMP  HOUSE,  VILLAGE- 
KUMBARGAON, 
TALUKA- 
INDAPUR, 
DISTRICT- 
PUNE.",MAHARASHTRA,20.0,30,4.7,6.2,7.9,8.5,460.0,1515,2.8,10,0.88,4.43,8.0,25,120.0,350,2,12,0.0,0.0,Clean
2193,"RIVER  MULA  AT  AUNDH 
BRIDGE, 
VILLAGE- 
AUNDHGAON,TALUKA- 
HAWELI, DISTRICT- PUNE.",MAHARASHTRA,24.0,29,4.2,5.7,7.2,8.5,412.0,7763,4.4,15,0.91,9.8,9.0,35,200.0,350,6,12,0.0,0.0,Moderate
2194,"RIVER  MULA  AT  HARRISON 
BRIDGE 
NEAR 
MULA-
PAWANA 
SANGAM, 
VILLAGE-  BOPODI,TALUKA- 
HAWELI, DISTRICT- PUNE.",MAHARASHTRA,24.5,30,4.1,5.1,7.1,8.4,506.0,4053,6.8,16.9,0.77,9.85,11.0,45,275.0,900,7,14,0.0,0.0,Polluted
2677,"RIVER  MULA-MUTHA 
  AT 
D/S  OF  THEUR,  VILLAGE. 
THEUR,  TALUKA.  HAWELI, 
DISTRICT. PUNE.",MAHARASHTRA,24.0,29,4.6,5.4,7.2,8.3,380.0,1141,5.2,8.6,0.99,8.9,8.0,25,140.0,550,6,11,0.0,0.0,Moderate
2192,"RIVER  MULA-MUTHA 
  AT 
MUNDHAWA 
BRIDGE,VILLAGE- 
MUNDHAWA,TALUKA- 
HAWELI,DISTRICT- PUNE.",MAHARASHTRA,25.0,30,4.1,5.5,7.3,8.4,468.0,632,4.6,12.4,0.91,8.7,14.0,35,425.0,900,8,13,0.0,0.0,Moderate
2678,"RIVER  MUTHA    NEAR  VEER 
SAVARKAR 
BHAVAN, 
VILLAGE- 
PUNE 
 
M.C, 
TALUKA-  PUNE,  DISTRICT  -
PUNE.",MAHARASHTRA,24.0,30,4,4.9,7.1,8.3,401.0,575,7.4,18.4,0.45,5.09,10.0,45,275.0,1600,6,12,0.0,0.0,Polluted
2679,"RIVER  MUTHA  AT  DECCAN 
BRIDGE, 
VILLAGE- 
DECCAN,TALUKA- 
PUNE, 
DISTRICT- PUNE.",MAHARASHTRA,24.0,39,4,4.8,7.2,8.2,404.0,574,8.5,17.9,0.61,6.55,12.0,50,350.0,1800,8,14,0.0,0.0,Polluted
2680,"RIVER 
MUTHA 
 
AT 
KHADAKVASLA 
DAM, 
VILLAGE- 
KHADAKVASLA,TALUKA- 
HAWELI, DISTRICT- PUNE.",MAHARASHTRA,23.0,29,5.8,6.8,7.6,8.4,61.0,169,2.2,3.2,0.0,0.79,4.0,12,95.0,195,2,6,0.0,0.0,Clean
2191,"RIVER MUTHA  AT SANGAM 
BRIDGE 
NEAR 
GANAPATHYGHAT, VILLAGE 
.  SHIVAJI  NAGAR,    TALUKA. 
PUNE, DISTRICT. PUNE.",MAHARASHTRA,24.0,28,3.8,5.4,7.2,8.4,408.0,628,5.6,16.4,0.53,6.13,14.0,45,350.0,1600,8,17,0.0,0.0,Moderate
1463,"RIVER  NIRA 
  AT  SAROLA 
BRIDGE,  VILLAGE-  SAROLA, 
TALUKA-BHOR, 
DISTRICT- 
PUNE.",MAHARASHTRA,23.5,30,5.3,6.1,7.4,8.7,72.0,945,2.4,7,0.0,4.19,8.0,40,130.0,350,4,8,0.0,0.0,Clean
2681,"RIVER  NIRA  AT  SANGAVI, 
VILLAGE- 
SANGAVI, 
TALUKA- 
PHALTAN, 
DISTRICT- SATARA.",MAHARASHTRA,25.0,31,4.1,5.8,7.8,8.7,921.0,2265,4.4,15.5,0.97,4.97,8.0,25,120.0,275,4,8,0.0,0.0,Moderate
2682,"RIVER  NIRA  AT  U/S  OF 
JUBILANT 
ORGANOSIS, 
VILLAGE- 
NIRA 
(DATTAGHAT),TALUKA- 
BARAMATI, PUNE.",MAHARASHTRA,23.0,30,4.9,5.8,8.1,8.7,552.0,1112,3.2,8.5,1.95,5.12,6.0,35,170.0,275,2,8,0.0,0.0,Moderate
2683,"RIVER 
NIRA 
 
AT 
SHINDEWADI, 
 
VILLAGE- 
SHIRVAL, 
TALUKA- 
KHANDALA, SATARA.",MAHARASHTRA,25.0,30,4.9,6.6,7.5,8.6,71.0,1550,2.2,6,0.0,1.22,8.0,25,140.0,350,4,9,0.0,0.0,Clean
1911,"RIVER  CHANDRABHAGA  AT 
U/S 
OF 
PANDHARPUR 
TOWN,  VILLAGE.  GURSALE, 
TALUKA. 
PANDHARPUR, 
SOLAPUR.",MAHARASHTRA,26.0,38,4.7,6.2,7.2,8.6,623.0,5921,3.8,10.5,0.76,4.66,8.0,20,225.0,425,6,10,0.0,0.0,Moderate
1912,"RIVER  CHANDRABHAGA  AT 
D/S 
OF 
PANDHARPUR 
TOWN  REAR  VISHNUPANT 
MANDIR, 
VILLAGE. 
GOPALPUR, 
TALUKA. 
PANDHARPUR, SOLAPUR.",MAHARASHTRA,26.0,38,4.1,5.7,8.0,8.6,620.0,1960,5.4,12.5,0.81,3.45,9.0,35,225.0,550,6,12,0.0,0.0,Moderate
2186,"RIVER  VENNA  AT  VARYE, 
VILLAGE  -  VARYE,TALUKA- 
SATARA,",MAHARASHTRA,20.0,28,5.2,6.3,7.7,8.6,158.0,553,2.0,5.6,0.0,2.81,8.0,20,140.0,250,4,9,0.0,0.0,Clean
2716,"RIVER 
VENNA 
AT 
MAHABALESHWAR, 
VILLAGE. 
MAHABALESHWAR, 
TALUKA. 
MAHABALESHWAR,",MAHARASHTRA,20.0,28,4.6,6.6,6.9,7.8,55.0,414,2.0,6.8,0.32,0.78,6.0,12,85.0,130,2,6,0.0,0.0,Clean
2717,"RIVER  VENNA  AT  MAHULI, 
VILLAGE- MAHULI, TALUKA- 
MAHULI, 
DISTRICT- 
SATARA.",MAHARASHTRA,20.0,28,5.2,6.4,7.7,8.6,228.0,526,2.4,6.8,1.17,4,8.0,20,11.0,250,4,8,0.0,0.0,Clean
2189,"RIVER  KOYNA  AT  KARAD, 
VILLAGE- 
KARAD,TALUKA- 
KARAD, DISTRICT- SATARA.",MAHARASHTRA,22.5,30,4.8,6.2,7.6,8.7,65.0,327,2.2,6.5,0.0,1.56,8.0,25,130.0,275,6,9,0.0,0.0,Clean
2195,"RIVER  NIRA  AT  D/S  OF 
JUBILANT 
ORGANOSIS,  
VILLAGE- NIMBUT, TALUKA- 
BARAMATI,  PUNE.",MAHARASHTRA,24.5,30,4.7,5.8,7.8,8.6,615.0,1201,4.4,11,0.79,6.31,8.0,40,200.0,350,2,14,0.0,0.0,Moderate
2196,"RIVER 
PAWANA 
AT 
SANGAVIGAON, 
  VILLAGE- 
SANGAVIGAON, 
TALUKA- 
HAWELI, DISTRICT- PUNE.",MAHARASHTRA,26.0,30,3.2,5.6,7.0,8.3,442.0,723,7.8,27,0.87,3.45,8.0,45,225.0,900,4,14,0.0,0.0,Polluted
2690,"RIVER 
PAWANA 
 
AT 
KASARWADI, 
VILLAGE- 
KASARWADI, 
TALUKA- 
HAWELI, DISTRICT- PUNE.",MAHARASHTRA,26.0,30,3.4,4.5,7.2,8.3,500.0,751,8.5,23.5,0.65,7.05,12.0,35,350.0,900,6,13,0.0,0.0,Polluted
2691,"RIVER PAWANA  AT  DAPODI 
BRIDGE, 
AT 
PAWANA- 
MULLA  SANGAM,    VILLAGE- 
DAPODI,  TALUKA-  HAWELI, 
DISTRICT- PUNE.",MAHARASHTRA,26.0,29,3.1,5.1,7.2,8.4,410.0,732,7.2,17,0.61,3.96,11.0,40,275.0,900,6,12,0.0,0.0,Polluted
2692,"RIVER  PAWANA  AT  RAVET 
WEIR, 
VILLAGE. 
RAVET, 
TALUKA. 
HAWELI, 
DISTRICT. PUNE.",MAHARASHTRA,26.0,29,5.4,6.6,7.4,8.3,115.0,335,2.2,4.8,0.0,4.31,6.0,12,110.0,150,2,6,0.0,0.0,Clean
2693,"RIVER 
PAWANA 
AT 
CHINCHWADGAON, 
VILLAGE. 
CHINCHWADGAON,TALUKA. 
HAWELI,DISTRICT. PUNE.",MAHARASHTRA,26.0,29,4.2,5.9,7.2,8.4,283.0,570,3.5,14,0.78,5.44,9.0,30,225.0,550,6,12,0.0,0.0,Moderate
2694,"RIVER 
PAWANA 
 
AT 
PIMPRIGAON, 
VILLAGE- 
PIMPRIGAON, 
TALUKA- 
HAWELI, DISTRICT- PUNE.",MAHARASHTRA,26.0,29,4.1,5.5,6.9,8.2,478.0,707,4.8,15.9,0.85,6,9.0,30,250.0,900,6,10,0.0,0.0,Moderate
2197,"RIVER  INDRAYANI    AT  D/S 
OF  ALANDIGAON,  VILLAGE. 
ALANDIGAON, 
TALUKA. 
HAWELI, DISTRICT. PUNE.",MAHARASHTRA,24.0,29,4.3,5.3,7.0,8.4,284.0,750,4.2,11,2.41,5.41,10.0,175,250.0,425,6,12,0.0,0.0,Moderate
2668,"RIVER  INDRAYANI  AT  D/S 
OF 
MOSHI 
VILLAGE. 
VILLAGE-  MOSHI,    TALUKA- 
HAWELI, DISTRICT- PUNE.",MAHARASHTRA,23.0,29,4.2,5.6,7.0,7.7,290.0,703,4.4,8.9,1.85,7.75,10.0,35,225.0,350,5,9,0.0,0.0,Moderate
2669,"RIVER  INDRAYANI    AT  U/S 
OF 
MOSHIGAON,VILLAGE- 
MOSHI,  TALUKA-  HAWELI, 
DISTRICT- PUNE.",MAHARASHTRA,23.0,29,4.8,6.5,7.2,8.5,273.0,626,2.8,7.4,0.0,6.74,9.0,25,200.0,275,4,8,0.0,0.0,Clean
2665,"RIVER  GHOD  AT 
SHIRUR, 
VILLAGE.  SHIRUR,  TALUKA. 
SHIRUR, DISTRICT. PUNE.",MAHARASHTRA,24.0,28,4.6,6.4,7.4,8.6,537.0,6677,2.4,7.4,0.65,7.31,8.0,30,130.0,350,4,8,0.0,0.0,Clean
2705,"RIVER  SINA  NEAR  LABOTI 
TOLL 
NAKA, 
VILLAGE. 
LABOTI,  TALUKA.  MOHAL, 
DISTRICT. SOLAPUR.",MAHARASHTRA,3.8,35,4.3,5.5,7.7,8.6,804.0,8334,3.4,10.5,0.6,3.15,9.0,25,175.0,900,6,12,0.0,0.0,Moderate
2711,"RIVER 
URMODI 
 
AT 
NAGTHNE 
KT 
WARE, 
VILLAGE- 
NAGTHANE,TALUKA- 
SATARA, 
DISTRICT- 
SATARA.",MAHARASHTRA,24.0,32,4.7,6.4,7.6,8.5,157.0,710,2.2,6.4,0.44,4.35,8.0,25,130.0,350,4,8,0.0,0.0,Clean
2715,"RIVER  VEL  AT  SHIKRAPUR, 
VILLAGE. 
SHIKRAPUR, 
TALUKA. SHIRUR, DISTRICT. 
PUNE.",MAHARASHTRA,25.0,27,4.7,5.9,8.0,8.3,523.0,660,3.8,5.6,4.5,8.38,8.0,10,170.0,195,6,6,0.0,0.0,Moderate
